Year,Month,Country,City,SH4 Code,SH4 Description,SH2 Code,SH2 Description,Economic Block,US$ FOB,Net Weight
2018,8,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),18345,21306
2018,8,Afghanistan,Itajaí - SC,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),5629,3000
2018,8,Afghanistan,Matão - SP,2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included",20,"Preparations of vegetables, fruit, nuts or other parts of plants",Asia (minus MIDDLE EAST),10413,24500
2018,8,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),460219,339401
2018,8,Afghanistan,Westfalia - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),28276,19170
2019,8,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),530976,258151
2019,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1602384,804421
2019,8,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),24657,27001
2019,8,Afghanistan,Marilândia - ES,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta,9,"Coffee, tea, maté and spices",Asia (minus MIDDLE EAST),50750,25000
2019,8,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1010124,510064
2019,8,Afghanistan,Porto Alegre - RS,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",17,Sugars and sugar confectionery,Asia (minus MIDDLE EAST),9718,27000
2019,8,Afghanistan,São Domingos do Norte - ES,2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",Asia (minus MIDDLE EAST),10144,49260
2019,8,Afghanistan,Westfalia - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),57835,36147
2020,8,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),289139,53804
2020,8,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),42314,26000
2020,8,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),46760,51408
2020,8,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1007487,741066
2020,8,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),57813,68560
2020,8,Afghanistan,Itajaí - SC,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),52917,27738
2020,8,Afghanistan,Jequitaí - MG,202,"Meat of bovine animals, frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),103974,23855
2020,8,Afghanistan,Jequitaí - MG,206,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),5463,1760
2020,8,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),593577,460538
2020,8,Afghanistan,Paranaguá - PR,504,"Animal (not fish) guts, bladders, stomachs and parts",5,"Products of animal origin, not specified or included elsewhere",Asia (minus MIDDLE EAST),1948,2160
2020,8,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),61136,54725
2014,9,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),690616,449042
2014,9,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),485026,314292
2014,9,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),166735,107337
2015,9,Afghanistan,Arroio do Meio - RS,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),31205,26004
2015,9,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),114072,94068
2015,9,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),164598,130105
2015,9,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),17542,18068
2015,9,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),640654,456856
2015,9,Afghanistan,Paranaguá - PR,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),4368,3000
2015,9,Afghanistan,Passo Fundo - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),37640,24080
2015,9,Afghanistan,Uberaba - MG,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),137829,116051
2016,9,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),197687,131793
2016,9,Afghanistan,Curitiba - PR,4412,"Plywood, veneered panels and similar laminated wood",44,Wood and articles of wood; wood charcoal,Asia (minus MIDDLE EAST),33059,54340
2016,9,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),531267,330853
2016,9,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),137860,100572
2016,9,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),82302,50820
2016,9,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),366148,208739
2016,9,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),34591,52016
2017,9,Afghanistan,Caarapó - MS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),65452,49668
2017,9,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),275111,209381
2017,9,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),86739,71682
2018,9,Afghanistan,Bebedouro - SP,2009,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter",20,"Preparations of vegetables, fruit, nuts or other parts of plants",Asia (minus MIDDLE EAST),4766,2915
2018,9,Afghanistan,Caxias do Sul - RS,4009,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges)",40,Rubber and articles thereof,Asia (minus MIDDLE EAST),166,3
2018,9,Afghanistan,Caxias do Sul - RS,7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",73,Articles of iron or steel,Asia (minus MIDDLE EAST),39,4
2018,9,Afghanistan,Caxias do Sul - RS,8413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),364,5
2018,9,Afghanistan,Caxias do Sul - RS,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),661,56
2018,9,Afghanistan,Caxias do Sul - RS,8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders, junction boxes), for a voltage not exceedi",85,Electrical machinery and equipment and parts thereof; others,Asia (minus MIDDLE EAST),582,3
2018,9,Afghanistan,Caxias do Sul - RS,8708,Parts and accessories of the motor vehicles of heading 8701 to 8705,87,"Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof",Asia (minus MIDDLE EAST),155,0
2018,9,Afghanistan,Cidade Gaúcha - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),51069,54020
2018,9,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),188616,25476
2018,9,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),561525,282437
2018,9,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),21600,25606
2018,9,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),265947,134144
2018,9,Afghanistan,Westfalia - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),25890,17917
2019,9,Afghanistan,Campo Novo do Parecis - MT,1005,Maize (corn),10,Cereals,Asia (minus MIDDLE EAST),120900,260000
2019,9,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),18607,2244
2019,9,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),566247,288408
2019,9,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),1194220,706336
2019,9,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),496935,347403
2019,9,Afghanistan,Porto Alegre - RS,3305,Preparations for use on the hair,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",Asia (minus MIDDLE EAST),1875,161
2019,9,Afghanistan,Santos - SP,2402,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes",24,Tobacco and manufactured tobacco substitutes,Asia (minus MIDDLE EAST),2878,40
2019,9,Afghanistan,Westfalia - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),28805,18003
2020,9,Afghanistan,Campo Novo do Parecis - MT,5201,"Cotton, not carded or combed",52,Cotton,Asia (minus MIDDLE EAST),67248,48805
2020,9,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),173730,33370
2020,9,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),37171,24050
2020,9,Afghanistan,Guarulhos - SP,8546,Electrical insulators of any material,85,Electrical machinery and equipment and parts thereof; others,Asia (minus MIDDLE EAST),11,0
2020,9,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),925465,684257
2020,9,Afghanistan,Itajaí - SC,504,"Animal (not fish) guts, bladders, stomachs and parts",5,"Products of animal origin, not specified or included elsewhere",Asia (minus MIDDLE EAST),614,720
2020,9,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),58394,66266
2020,9,Afghanistan,Itajaí - SC,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),2600,1380
2020,9,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),137236,103079
2020,9,Afghanistan,Sorriso - MT,5201,"Cotton, not carded or combed",52,Cotton,Asia (minus MIDDLE EAST),492721,352827
2014,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),362739,236527
2014,10,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),4759,2880
2014,10,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),147068,111089
2014,10,Afghanistan,Montenegro - RS,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),50581,37509
2014,10,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),98990,54006
2014,10,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),231627,147884
2014,10,Afghanistan,Paranaguá - PR,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),14726,6312
2014,10,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),40347,26216
2015,10,Afghanistan,Caarapó - MS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),29343,26033
2015,10,Afghanistan,Carapicuíba - SP,8541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made-up into panels; light-emitting diodes; mounted piezo-electric crystals",85,Electrical machinery and equipment and parts thereof; others,Asia (minus MIDDLE EAST),6488,1
2015,10,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),214691,165243
2015,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),66608,51986
2015,10,Afghanistan,Montenegro - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),53478,48060
2015,10,Afghanistan,Montenegro - RS,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),25859,25000
2015,10,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),110464,91617
2015,10,Afghanistan,Paranaguá - PR,1602,"Other prepared or preserved meat, meat offal or blood",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),7053,4992
2015,10,Afghanistan,Rio de Janeiro - RJ,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",49,"Books, newspapers, pictures and other products of the printing industry; others",Asia (minus MIDDLE EAST),66,1
2015,10,Afghanistan,Uberaba - MG,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),24518,21736
2016,10,Afghanistan,Cubatão - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),223306,151237
2016,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),119786,75008
2016,10,Afghanistan,Nova Araçá - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),52827,24522
2016,10,Afghanistan,São Paulo - SP,9617,Cacuum flasks and vessels with cases,96,Miscellaneous manufactured articles,Asia (minus MIDDLE EAST),428,3
2017,10,Afghanistan,Cubatão - SP,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),31623,25998
2017,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),68089,51975
2017,10,Afghanistan,Rancharia - SP,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),27887,26996
2017,10,Afghanistan,Rio de Janeiro - RJ,3006,Pharmaceutical goods specified in note 4 to this chapter,30,Pharmaceutical products,Asia (minus MIDDLE EAST),21406,149
2017,10,Afghanistan,Rio de Janeiro - RJ,3910,"Silicones, in primary forms",39,Plastics and articles thereof,Asia (minus MIDDLE EAST),3661,328
2018,10,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),96357,13860
2018,10,Afghanistan,Cubatão - SP,5201,"Cotton, not carded or combed",52,Cotton,Asia (minus MIDDLE EAST),91464,56040
2018,10,Afghanistan,Igrejinha - RS,6402,Other footwear with outer soles and uppers of rubber or plastics,64,"Footwear, gaiters and the like; parts of such articles",Asia (minus MIDDLE EAST),96672,2446
2018,10,Afghanistan,Igrejinha - RS,6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",64,"Footwear, gaiters and the like; parts of such articles",Asia (minus MIDDLE EAST),23073,453
2018,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),207349,127850
2018,10,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),1249,1395
2018,10,Afghanistan,Matão - SP,2308,"Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding",23,Residues and waste from the food industries; others,Asia (minus MIDDLE EAST),19344,24180
2018,10,Afghanistan,Mogi Guaçu - SP,7019,"Glass fibres (including glass wool) and articles thereof (for example, yarn, woven fabrics)",70,Glass and glassware,Asia (minus MIDDLE EAST),359,7
2018,10,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),139729,73070
2018,10,Afghanistan,Rio Grande - RS,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),77749,54951
2019,10,Afghanistan,Brasília - DF,2710,"Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 % or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic con",27,"Mineral fuels, mineral oils, bituminous substances; mineral waxes",Asia (minus MIDDLE EAST),1300,1577
2019,10,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),69890,11616
2019,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),2299178,1415182
2019,10,Afghanistan,Itajaí - SC,504,"Animal (not fish) guts, bladders, stomachs and parts",5,"Products of animal origin, not specified or included elsewhere",Asia (minus MIDDLE EAST),30179,27693
2019,10,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),358727,206252
2019,10,Afghanistan,Paranaguá - PR,504,"Animal (not fish) guts, bladders, stomachs and parts",5,"Products of animal origin, not specified or included elsewhere",Asia (minus MIDDLE EAST),7551,6867
2019,10,Afghanistan,Rio Claro - SP,1704,"Sugar confectionery (including white chocolate), not containing cocoa",17,Sugars and sugar confectionery,Asia (minus MIDDLE EAST),12249,10376
2019,10,Afghanistan,Rio Claro - SP,2106,Food preparations not elsewhere specified or included,21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),61898,9195
2019,10,Afghanistan,Rio Claro - SP,4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (including square) sheets, of any size, other than goods of the kind described in head",48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Asia (minus MIDDLE EAST),152,6
2019,10,Afghanistan,Rio Claro - SP,4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like",48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Asia (minus MIDDLE EAST),158,41
2019,10,Afghanistan,Rio Claro - SP,6109,"T-shirts, singlets and other vests, knitted or crocheted",61,"Articles of apparel and clothing accessories, knitted or crocheted",Asia (minus MIDDLE EAST),485,200
2019,10,Afghanistan,São Domingos do Norte - ES,2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",Asia (minus MIDDLE EAST),20326,99220
2020,10,Afghanistan,Cordeirópolis - SP,2101,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),324788,60351
2020,10,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),548253,447803
2020,10,Afghanistan,Linhares - ES,904,Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta,9,"Coffee, tea, maté and spices",Asia (minus MIDDLE EAST),56500,25000
2020,10,Afghanistan,Palotina - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),60778,55590
2020,10,Afghanistan,Paranaguá - PR,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),234378,152281
2020,10,Afghanistan,Paranaguá - PR,504,"Animal (not fish) guts, bladders, stomachs and parts",5,"Products of animal origin, not specified or included elsewhere",Asia (minus MIDDLE EAST),486,540
2020,10,Afghanistan,Rio Claro - SP,1704,"Sugar confectionery (including white chocolate), not containing cocoa",17,Sugars and sugar confectionery,Asia (minus MIDDLE EAST),26759,22112
2020,10,Afghanistan,Rio Claro - SP,2106,Food preparations not elsewhere specified or included,21,Miscellaneous edible preparations,Asia (minus MIDDLE EAST),11770,1944
2020,10,Afghanistan,Rio Claro - SP,4819,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like",48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",Asia (minus MIDDLE EAST),116,41
2020,10,Afghanistan,Rio de Janeiro - RJ,3006,Pharmaceutical goods specified in note 4 to this chapter,30,Pharmaceutical products,Asia (minus MIDDLE EAST),78962,716
2014,11,Afghanistan,Campo Mourão - PR,8481,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves",84,"Nuclear reactors, boilers, machinery and mechanical appliances; others",Asia (minus MIDDLE EAST),755,5
2014,11,Afghanistan,Itajaí - SC,207,"Meat and edible offal, of the poultry of heading No 0105, fresh, chilled or frozen",2,Meat and edible meat offal,Asia (minus MIDDLE EAST),239178,126825
2014,11,Afghanistan,Itajaí - SC,1601,"Sausages of meat, meat offal, blood, their food preparat.",16,"Preparations of meat, of fish or of crustaceans, others",Asia (minus MIDDLE EAST),16598,10118
